"Date, Time",TRC-DT,TRC-RT,TRC-PPL1,TRC-PPL2,pH-DT,pH-RT,pH-PPL1,pH-PPL2,cond-DT,cond-PPL1,cond-PPL2,fDOM-RT,fDOM-PPL1,fDOM-PPL2,DO-RT,DO-PPL1,DO-PPL2,TOC-RT,TOC-PPL1,TOC-PPL2,DOC-RT,DOC-PPL1,DOC-PPL2
2025-05-16 12:00:00,2.7,2.38,2.148470069301637,1.88,8.54,7.81,7.642269619369144,7.5,220.509995,225.4481774593683,222.949997,6.03,5.401295183111027,5.27,8.02,7.856420723022162,7.83,1.17,1.2481409193045945,1.243,1.1302,1.1846247025753387,1.183
2025-05-16 12:05:00,2.7,2.38,2.1427227004488123,1.88,8.53,7.8,7.637944659680943,7.5,220.020004,225.67669153203016,223.440002,6.03,5.4,5.32,8.02,7.86,7.84,1.177,1.2451982269069992,1.238,1.1228,1.185071948589263,1.1754
2025-05-16 12:10:00,2.7,2.38,2.15,1.88075,8.52,7.79,7.64,7.501156462585034,220.270004,225.639999,223.19317913429168,6.03,5.39,5.278256224167397,8.02,7.86,7.827595208176955,1.178,1.243,1.2416520738565904,1.1346,1.1856,1.1762346305500704
2025-05-16 12:15:00,2.7,2.38,2.15,1.8814999999999995,8.5,7.79,7.64,7.5023129251700675,220.020004,225.149994,223.3420493567761,6.08,5.39,5.300664236840343,8.02,7.85,7.860799389792445,1.165,1.251,1.2413013445473084,1.1193,1.1774,1.1763970174184144
2025-05-16 12:20:00,2.71,2.38,2.16,1.8822499999999995,8.49,7.79,7.65,7.503469387755102,219.779999,225.149994,223.67549340516928,6.03,5.38,5.271783283191812,8.02,7.84,7.85363807623421,1.176,1.253,1.242210960637905,1.1249,1.1765,1.1766311243657448
2025-05-16 12:25:00,2.71,2.38,2.16,1.883,8.49,7.8,7.65,7.504625850340136,220.020004,224.910004,223.7622335194733,6.02,5.36,5.31256796973884,8.01,7.83,7.861467416308619,1.174,1.255,1.2448755315007405,1.1338,1.1818,1.1783839586567604
2025-05-16 12:30:00,2.71,2.38,2.16,1.8837499999999996,8.48,7.79,7.64,7.50578231292517,220.020004,224.419998,223.77145718623288,6.04,5.42,5.308369588147425,8.01,7.82,7.862477997889765,1.175,1.26,1.2447675848847897,1.1243,1.1757,1.1748953110473828
2025-05-16 12:35:00,2.71,2.38,2.1564713356897345,1.8844999999999996,8.46,7.79,7.642957458422018,7.5069387755102035,220.020004,224.3574410706589,223.7078229784519,6.03,5.387010299916009,5.369826699732207,8.01,7.821325390301097,7.863037828133516,1.185,1.2582051213526844,1.2472693189032318,1.1212,1.179208423761642,1.1812467402176483
2025-05-16 12:40:00,2.72,2.38,2.1620246088753614,1.8852499999999992,8.45,7.79,7.637622344134665,7.51,220.020004,224.3448953277329,223.9999718492432,6.04,5.367473904910443,5.34,8.01,7.825264247460455,7.87,1.179,1.2573576242629914,1.2496267933065663,1.13,1.1741904690595777,1.1750515356441718
2025-05-16 12:45:00,2.72,2.38,2.155655836991281,1.88,8.44,7.8,7.649215028966164,7.51,220.020004,224.01480752182368,224.179993,5.99,5.337653817446471,5.33,8.01,7.829971188215272,7.87,1.182,1.254646808582674,1.251,1.132,1.1759624332096594,1.1829
2025-05-16 12:50:00,2.72,2.38,2.1603050041290515,1.89,8.42,7.8,7.651048090031532,7.51,220.020004,224.21877480954677,223.690002,6.02,5.3748796412990725,5.35,8.01,7.830812642474529,7.85,1.173,1.2501238325551585,1.246,1.1311,1.1806329990969406,1.1769
2025-05-16 12:55:00,2.72,2.38,2.1542279784571017,1.88,8.41,7.8,7.644611904887637,7.51,220.020004,224.167375153996,223.690002,6.02,5.342598037788753,5.31,8.01,7.838164840945473,7.83,1.183,1.2494629195613434,1.246,1.1249,1.1741832527123646,1.1808
2025-05-16 13:00:00,2.73,2.38,2.14992322883735,1.88,8.4,7.79,7.647297001802303,7.51,220.270004,223.86621247295645,223.440002,6.02,5.335603804962328,5.25,8.01,7.843147241428256,7.82,1.178,1.2474190470850337,1.235,1.1282,1.176169494517258,1.189
2025-05-16 13:05:00,2.73,2.38,2.1496606478370355,1.87,8.38,7.79,7.64293713987694,7.52,220.270004,223.84543017185305,223.199997,6.03,5.36,5.28,8.0,7.84,7.82,1.174,1.248445347753362,1.244,1.1292,1.1785573241574383,1.1904
2025-05-16 13:10:00,2.73,2.38,2.15,1.8812071758066549,8.37,7.79,7.64,7.515918367346938,220.020004,223.690002,223.35967431218012,6.05,5.31,5.2820057996540095,8.0,7.84,7.81978790007303,1.177,1.24,1.2346810601992653,1.1326,1.1828,1.1829544343110685
2025-05-16 13:15:00,2.73,2.38,2.15,1.8600257464483163,8.36,7.79,7.65,7.516598639455782,220.270004,223.690002,223.43375408624507,5.99,5.4,5.282387741202265,8.0,7.84,7.824134852213332,1.18,1.25,1.2403204011153075,1.129,1.1783,1.1869917106659442
2025-05-16 13:20:00,2.74,2.38,2.15,1.8857036876345716,8.35,7.79,7.65,7.517278911564625,220.020004,223.690002,223.40409704453376,6.04,5.4,5.262530626939572,8.01,7.81,7.839659183683359,1.182,1.25,1.2394740552014305,1.1246,1.1718,1.1796574503363912
2025-05-16 13:25:00,2.74,2.38,2.16,1.8811591810529755,8.34,7.79,7.65,7.517959183673469,220.020004,223.199997,223.5206139121738,6.03,5.39,5.303631177971401,8.01,7.8,7.8508131289180945,1.177,1.252,1.2397107473055116,1.13,1.174,1.187107609438652
2025-05-16 13:30:00,2.74,2.39,2.16,1.8724047611071175,8.32,7.79,7.64,7.518639455782312,220.020004,223.440002,223.44720191448707,6.01,5.4,5.312607500926372,8.0,7.8,7.859544494248786,1.176,1.253,1.240716950565729,1.1279,1.1806,1.1841637748479656
2025-05-16 13:35:00,2.74,2.39,2.1555499502826465,1.8740962165060315,8.28,7.78,7.646766533611171,7.519319727891156,219.779999,223.2877569582244,223.5362797443664,6.02,5.430565388823131,5.293074829745746,8.01,7.797654815984438,7.873176289521342,1.178,1.2533458237905029,1.2427297451907435,1.1283,1.18071614265503,1.1832147906611763
2025-05-16 13:40:00,2.74,2.38,2.1539168107091986,1.8808083792443957,8.27,7.78,7.648156009594018,7.52,220.270004,223.4064674111086,223.4305018955875,6.02,5.353320128065344,5.35,8.0,7.802396283884961,7.87,1.18,1.2502069617871716,1.24797838880383,1.1324,1.1741389939320797,1.186000724269729
2025-05-16 13:45:00,2.74,2.38,2.154300862544471,1.88,8.25,7.78,7.65265204503062,7.52,220.020004,223.20701770325203,223.690002,6.0,5.397707809358538,5.31,8.0,7.805138025528882,7.88,1.182,1.2504601653895682,1.245,1.137,1.175181247709432,1.1819
2025-05-16 13:50:00,2.75,2.38,2.148100669350764,1.87,8.24,7.78,7.65856184222014,7.52,220.270004,223.2013693373574,223.199997,6.0,5.351302458667833,5.3,8.0,7.81667427708551,7.87,1.179,1.2466186229993508,1.24,1.122,1.1841653068978348,1.176
2025-05-16 13:55:00,2.75,2.38,2.1497222122534736,1.88,8.22,7.77,7.65413092627097,7.52,220.020004,223.3117762239013,223.690002,6.01,5.346925662113488,5.29,8.0,7.824947183181226,7.86,1.177,1.247410263984769,1.24,1.1314,1.1783173566176357,1.1823
2025-05-16 14:00:00,2.75,2.38,2.1466770844469703,1.88,8.19,7.77,7.656308605665034,7.52,220.020004,223.1875541084572,223.690002,6.01,5.332543517431147,5.29,8.0,7.827688977403001,7.85,1.173,1.2459024422936542,1.234,1.1295,1.177887342890097,1.1902
2025-05-16 14:05:00,2.75,2.39,2.147562982479134,1.87,8.17,7.77,7.661935738819497,7.52,220.270004,223.07902642587388,223.199997,5.98,5.32,5.32,8.0,7.83,7.85,1.18,1.2435707298955765,1.239,1.1247,1.1786819829699613,1.1811
2025-05-16 14:10:00,2.75,2.38,2.15,1.87225,8.15,7.77,7.66,7.521632653061223,220.270004,223.199997,223.7915560211688,6.01,5.33,5.297206911950438,8.0,7.84,7.860066986581774,1.176,1.245,1.2359805164923914,1.127,1.1815,1.1842608685967533
2025-05-16 14:15:00,2.76,2.38,2.15,1.8705,8.14,7.77,7.66,7.523265306122448,220.020004,222.949997,224.1447225008484,6.04,5.39,5.313509670141651,7.99,7.83,7.869177306325681,1.181,1.248,1.236408634452639,1.1249,1.1783,1.1865039078738209
2025-05-16 14:20:00,2.76,2.38,2.15,1.86875,8.12,7.77,7.65,7.524897959183672,220.020004,222.949997,224.1189388496816,6.04,5.4,5.315078487690896,7.99,7.83,7.874712611098056,1.174,1.244,1.240422940013295,1.1255,1.1892,1.183238112854154
2025-05-16 14:25:00,2.76,2.39,2.15,1.867,8.09,7.8,7.66,7.526530612244898,220.020004,222.710007,223.89562203402443,5.99,5.4,5.380590045586263,7.99,7.83,7.888378791566827,1.175,1.255,1.2380540215133873,1.1298,1.1798,1.1842575961088095
2025-05-16 14:30:00,2.77,2.39,2.16,1.86525,8.03,7.81,7.65,7.528163265306122,219.779999,222.949997,224.7005058086804,6.02,5.4,5.356654151492565,8.0,7.83,7.882296939546418,1.181,1.259,1.240103257643591,1.1272,1.1802,1.1794812758853128
2025-05-16 14:35:00,2.77,2.39,2.157839165927637,1.8635,8.02,7.81,7.646199871837211,7.529795918367347,220.020004,222.9979622485999,225.11237747596888,6.01,5.390041065166177,5.402067449627768,8.0,7.836328472575918,7.895389800537378,1.185,1.2618108416246288,1.2414110066035706,1.1226,1.1838464206521178,1.1842236175973828
2025-05-16 14:40:00,2.76,2.39,2.1584190756016923,1.86175,7.99,7.81,7.650637900752003,7.54,220.020004,222.87860658208723,225.15624251733507,6.01,5.392507874231495,5.42,8.0,7.83367190221118,7.89,1.185,1.2582011614923003,1.2417139059399542,1.1305,1.1819382751947307,1.1809048578502088
2025-05-16 14:45:00,2.76,2.39,2.1532881968756663,1.86,7.97,7.81,7.651823459366057,7.52,220.020004,222.79588779852557,225.399994,6.04,5.38216493244092,5.37,8.0,7.834047285243567,7.91,1.176,1.2489254953410378,1.244,1.1276,1.1838155235751249,1.1795
2025-05-16 14:50:00,2.77,2.39,2.153267038264015,1.86,7.94,7.81,7.647537036287126,7.53,220.270004,222.78881230879003,225.889999,6.02,5.382286562627478,5.33,8.0,7.846687109345263,7.9,1.18,1.2608961635552554,1.241,1.1307,1.1765682186995952,1.1852
2025-05-16 14:55:00,2.77,2.39,2.152862261087344,1.86,7.91,7.81,7.651154808729506,7.53,220.020004,222.81248097000264,225.639999,6.07,5.389264827580178,5.3,8.0,7.840399579595347,7.89,1.184,1.2500086344520498,1.238,1.1265,1.1789460370374916,1.1839
2025-05-16 15:00:00,2.76,2.38,2.15133874968517,1.86,7.88,7.81,7.641760640734954,7.53,220.020004,222.9032968244998,226.130005,6.01,5.37512882799593,5.31,7.99,7.846466268832544,7.88,1.175,1.2476480264065066,1.237,1.1277,1.178471047143039,1.1812
2025-05-16 15:05:00,2.77,2.38,2.150799657597092,1.86,7.87,7.81,7.644183000475938,7.53,220.270004,222.97714254698548,226.130005,6.03,5.36,5.33,8.0,7.84,7.88,1.18,1.2514828213992206,1.236,1.13,1.179167890642975,1.183
2025-05-16 15:10:00,2.77,2.39,2.15,1.8625,7.84,7.8,7.64,7.530361470987573,220.020004,223.199997,226.2108406844324,6.02,5.35,5.274531219812968,8.0,7.85,7.877713483376499,1.179,1.244,1.234520126648749,1.1306,1.1773,1.1785511552600878
2025-05-16 15:15:00,2.77,2.39,2.15,1.865,7.83,7.8,7.65,7.538893600950937,220.020004,222.710007,225.83171332427668,6.02,5.36,5.332442096275387,7.99,7.84,7.87556714453051,1.175,1.247,1.238916349125005,1.1359,1.1795,1.1837390774689645
2025-05-16 15:20:00,2.77,2.38,2.16,1.8675,7.79,7.8,7.65,7.536611892163564,220.020004,223.199997,225.85982953356745,6.01,5.38,5.272900205069868,7.99,7.83,7.881717459620759,1.178,1.26,1.2383263065857355,1.1298,1.1728,1.1810686784372084
2025-05-16 15:25:00,2.77,2.39,2.16,1.87,7.77,7.83,7.65,7.534261138970656,220.020004,223.199997,225.2387816278712,6.04,5.36,5.301741367048387,7.99,7.82,7.892790965975526,1.178,1.253,1.2403055349734078,1.1313,1.1784,1.1804698183247349
